Village_Name,State_Name,District_Name,Block_Name,Pincode,Input_Parameter1,Input_Parameter2,Input_Parameter3,Input_Parameter4,Input_Parameter0
Bathuli,Bihar,SITAMARHI,NANPUR,843326.0,"BATHULI,Bihar","BATHULI,SITAMARHI,Bihar","BATHULI,NANPUR,Bihar","BATHULI,NANPUR,SITAMARHI,Bihar","BATHULI,Bihar,843326.0"
Beerpur,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271861.0,"BEERPUR,Uttar Pradesh","BEERPUR,BALRAMPUR,Uttar Pradesh","BEERPUR,HARAIYA SATGHARWA,Uttar Pradesh","BEERPUR,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","BEERPUR,Uttar Pradesh,271861.0"
Begunia,Odisha,MAYURBHANJ,JASHIPUR,757091.0,"BEGUNIA,Odisha","BEGUNIA,MAYURBHANJ,Odisha","BEGUNIA,JASHIPUR,Odisha","BEGUNIA,JASHIPUR,MAYURBHANJ,Odisha","BEGUNIA,Odisha,757091.0"
Bela Bahadurpur,Bihar,SITAMARHI,NANPUR,843333.0,"BELA BAHADURPUR,Bihar","BELA BAHADURPUR,SITAMARHI,Bihar","BELA BAHADURPUR,NANPUR,Bihar","BELA BAHADURPUR,NANPUR,SITAMARHI,Bihar","BELA BAHADURPUR,Bihar,843333.0"
Belbhariya,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271207.0,"BELBHARIYA,Uttar Pradesh","BELBHARIYA,BALRAMPUR,Uttar Pradesh","BELBHARIYA,HARAIYA SATGHARWA,Uttar Pradesh","BELBHARIYA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","BELBHARIYA,Uttar Pradesh,271207.0"
Beldihi,Odisha,SUNDERGARH,LATHIKATA,770038.0,"BELDIHI,Odisha","BELDIHI,SUNDERGARH,Odisha","BELDIHI,LATHIKATA,Odisha","BELDIHI,LATHIKATA,SUNDERGARH,Odisha","BELDIHI,Odisha,770038.0"
Belhara,Jharkhand,PALAMU,PANDU,822132.0,"BELHARA,Jharkhand","BELHARA,PALAMU,Jharkhand","BELHARA,PANDU,Jharkhand","BELHARA,PANDU,PALAMU,Jharkhand","BELHARA,Jharkhand,822132.0"
Beli,Uttar Pradesh,BALRAMPUR,TULSIPUR,271208.0,"BELI,Uttar Pradesh","BELI,BALRAMPUR,Uttar Pradesh","BELI,TULSIPUR,Uttar Pradesh","BELI,TULSIPUR,BALRAMPUR,Uttar Pradesh","BELI,Uttar Pradesh,271208.0"
Belur ,Odisha,KALAHANDI,M.RAMPUR,766102.0,"BELUR ,Odisha","BELUR ,KALAHANDI,Odisha","BELUR ,M.RAMPUR,Odisha","BELUR ,M.RAMPUR,KALAHANDI,Odisha","BELUR ,Odisha,766102.0"
Bera Kayam,Jharkhand,PASHCHIMI SINGHBHUM,GUDRI,833105.0,"BERA KAYAM,Jharkhand","BERA KAYAM,PASHCHIMI SINGHBHUM,Jharkhand","BERA KAYAM,GUDRI,Jharkhand","BERA KAYAM,GUDRI,PASHCHIMI SINGHBHUM,Jharkhand","BERA KAYAM,Jharkhand,833105.0"
Bethaniya,Uttar Pradesh,BALRAMPUR,PACHPERWA,271206.0,"BETHANIYA,Uttar Pradesh","BETHANIYA,BALRAMPUR,Uttar Pradesh","BETHANIYA,PACHPERWA,Uttar Pradesh","BETHANIYA,PACHPERWA,BALRAMPUR,Uttar Pradesh","BETHANIYA,Uttar Pradesh,271206.0"
Bethuiya Dimun Jot,Uttar Pradesh,BALRAMPUR,BALRAMPUR,271201.0,"BETHUIYA DIMUN JOT,Uttar Pradesh","BETHUIYA DIMUN JOT,BALRAMPUR,Uttar Pradesh","BETHUIYA DIMUN JOT,BALRAMPUR,Uttar Pradesh","BETHUIYA DIMUN JOT,BALRAMPUR,BALRAMPUR,Uttar Pradesh","BETHUIYA DIMUN JOT,Uttar Pradesh,271201.0"
Bhadian,Bihar,SITAMARHI,NANPUR,843333.0,"BHADIAN,Bihar","BHADIAN,SITAMARHI,Bihar","BHADIAN,NANPUR,Bihar","BHADIAN,NANPUR,SITAMARHI,Bihar","BHADIAN,Bihar,843333.0"
Bhadwar,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271208.0,"BHADWAR,Uttar Pradesh","BHADWAR,BALRAMPUR,Uttar Pradesh","BHADWAR,HARAIYA SATGHARWA,Uttar Pradesh","BHADWAR,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","BHADWAR,Uttar Pradesh,271208.0"
Bhagta,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271208.0,"BHAGTA,Uttar Pradesh","BHAGTA,BALRAMPUR,Uttar Pradesh","BHAGTA,HARAIYA SATGHARWA,Uttar Pradesh","BHAGTA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","BHAGTA,Uttar Pradesh,271208.0"
Bhagwanpur,Bihar,PASHCHIM CHAMPARAN,NAUTAN,845438.0,"BHAGWANPUR,Bihar","BHAGWANPUR,PASHCHIM CHAMPARAN,Bihar","BHAGWANPUR,NAUTAN,Bihar","BHAGWANPUR,NAUTAN,PASHCHIM CHAMPARAN,Bihar","BHAGWANPUR,Bihar,845438.0"
Bhagwanpur,Uttar Pradesh,BALRAMPUR,TULSIPUR,845438.0,"BHAGWANPUR,Uttar Pradesh","BHAGWANPUR,BALRAMPUR,Uttar Pradesh","BHAGWANPUR,TULSIPUR,Uttar Pradesh","BHAGWANPUR,TULSIPUR,BALRAMPUR,Uttar Pradesh","BHAGWANPUR,Uttar Pradesh,845438.0"
Bhaisahwa,Uttar Pradesh,BALRAMPUR,PACHPERWA,271206.0,"BHAISAHWA,Uttar Pradesh","BHAISAHWA,BALRAMPUR,Uttar Pradesh","BHAISAHWA,PACHPERWA,Uttar Pradesh","BHAISAHWA,PACHPERWA,BALRAMPUR,Uttar Pradesh","BHAISAHWA,Uttar Pradesh,271206.0"
Bhalmanda,Jharkhand,PALAMU,LESLIGANJ,822118.0,"BHALMANDA,Jharkhand","BHALMANDA,PALAMU,Jharkhand","BHALMANDA,LESLIGANJ,Jharkhand","BHALMANDA,LESLIGANJ,PALAMU,Jharkhand","BHALMANDA,Jharkhand,822118.0"
Bhaluaha,Bihar,SITAMARHI,SONBARSA,843302.0,"BHALUAHA,Bihar","BHALUAHA,SITAMARHI,Bihar","BHALUAHA,SONBARSA,Bihar","BHALUAHA,SONBARSA,SITAMARHI,Bihar","BHALUAHA,Bihar,843302.0"
Bhalugoda (Chitraposi),Odisha,MAYURBHANJ,KARANJIA,757037.0,"BHALUGODA (CHITRAPOSI),Odisha","BHALUGODA (CHITRAPOSI),MAYURBHANJ,Odisha","BHALUGODA (CHITRAPOSI),KARANJIA,Odisha","BHALUGODA (CHITRAPOSI),KARANJIA,MAYURBHANJ,Odisha","BHALUGODA (CHITRAPOSI),Odisha,757037.0"
Bhaluiya,Uttar Pradesh,BALRAMPUR,TULSIPUR,271208.0,"BHALUIYA,Uttar Pradesh","BHALUIYA,BALRAMPUR,Uttar Pradesh","BHALUIYA,TULSIPUR,Uttar Pradesh","BHALUIYA,TULSIPUR,BALRAMPUR,Uttar Pradesh","BHALUIYA,Uttar Pradesh,271208.0"
Bhalukonadi,Odisha,NABARANGPUR,JHARIGAM,764076.0,"BHALUKONADI,Odisha","BHALUKONADI,NABARANGPUR,Odisha","BHALUKONADI,JHARIGAM,Odisha","BHALUKONADI,JHARIGAM,NABARANGPUR,Odisha","BHALUKONADI,Odisha,764076.0"
Bhana Chak,Bihar,PASHCHIM CHAMPARAN,MAJHAULIA,845454.0,"BHANA CHAK,Bihar","BHANA CHAK,PASHCHIM CHAMPARAN,Bihar","BHANA CHAK,MAJHAULIA,Bihar","BHANA CHAK,MAJHAULIA,PASHCHIM CHAMPARAN,Bihar","BHANA CHAK,Bihar,845454.0"
Bhandarisankara,Odisha,SUNDERGARH,BALISANKARA,770014.0,"BHANDARISANKARA,Odisha","BHANDARISANKARA,SUNDERGARH,Odisha","BHANDARISANKARA,BALISANKARA,Odisha","BHANDARISANKARA,BALISANKARA,SUNDERGARH,Odisha","BHANDARISANKARA,Odisha,770014.0"
Bhandarwa Kalan,Bihar,PASHCHIM CHAMPARAN,MADHUBANI,845104.0,"BHANDARWA KALAN,Bihar","BHANDARWA KALAN,PASHCHIM CHAMPARAN,Bihar","BHANDARWA KALAN,MADHUBANI,Bihar","BHANDARWA KALAN,MADHUBANI,PASHCHIM CHAMPARAN,Bihar","BHANDARWA KALAN,Bihar,845104.0"
Bhangaha Kalan,Uttar Pradesh,BALRAMPUR,TULSIPUR,271308.0,"BHANGAHA KALAN,Uttar Pradesh","BHANGAHA KALAN,BALRAMPUR,Uttar Pradesh","BHANGAHA KALAN,TULSIPUR,Uttar Pradesh","BHANGAHA KALAN,TULSIPUR,BALRAMPUR,Uttar Pradesh","BHANGAHA KALAN,Uttar Pradesh,271308.0"
Bhanta Wari,Bihar,SITAMARHI,CHORAUT,843320.0,"BHANTA WARI,Bihar","BHANTA WARI,SITAMARHI,Bihar","BHANTA WARI,CHORAUT,Bihar","BHANTA WARI,CHORAUT,SITAMARHI,Bihar","BHANTA WARI,Bihar,843320.0"
Bhanwar,Jharkhand,PALAMU,HARIHARGANJ,822113.0,"BHANWAR,Jharkhand","BHANWAR,PALAMU,Jharkhand","BHANWAR,HARIHARGANJ,Jharkhand","BHANWAR,HARIHARGANJ,PALAMU,Jharkhand","BHANWAR,Jharkhand,822113.0"
Bharatbahal,Odisha,BOLANGIR,PATNAGARH,767025.0,"BHARATBAHAL,Odisha","BHARATBAHAL,BOLANGIR,Odisha","BHARATBAHAL,PATNAGARH,Odisha","BHARATBAHAL,PATNAGARH,BOLANGIR,Odisha","BHARATBAHAL,Odisha,767025.0"
Bharbharwa,Bihar,PASHCHIM CHAMPARAN,MAINATAND,845407.0,"BHARBHARWA,Bihar","BHARBHARWA,PASHCHIM CHAMPARAN,Bihar","BHARBHARWA,MAINATAND,Bihar","BHARBHARWA,MAINATAND,PASHCHIM CHAMPARAN,Bihar","BHARBHARWA,Bihar,845407.0"
Bharpur Chetiya,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271402.0,"BHARPUR CHETIYA,Uttar Pradesh","BHARPUR CHETIYA,BALRAMPUR,Uttar Pradesh","BHARPUR CHETIYA,HARAIYA SATGHARWA,Uttar Pradesh","BHARPUR CHETIYA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","BHARPUR CHETIYA,Uttar Pradesh,271402.0"
Bhatpurwa,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271207.0,"BHATPURWA,Uttar Pradesh","BHATPURWA,BALRAMPUR,Uttar Pradesh","BHATPURWA,HARAIYA SATGHARWA,Uttar Pradesh","BHATPURWA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","BHATPURWA,Uttar Pradesh,271207.0"
Bhawanipur-2,Bihar,PASHCHIM CHAMPARAN,JOGAPATTI,845438.0,"BHAWANIPUR-2,Bihar","BHAWANIPUR-2,PASHCHIM CHAMPARAN,Bihar","BHAWANIPUR-2,JOGAPATTI,Bihar","BHAWANIPUR-2,JOGAPATTI,PASHCHIM CHAMPARAN,Bihar","BHAWANIPUR-2,Bihar,845438.0"
Bhiswa,Bihar,SITAMARHI,PARIHAR,843324.0,"BHISWA,Bihar","BHISWA,SITAMARHI,Bihar","BHISWA,PARIHAR,Bihar","BHISWA,PARIHAR,SITAMARHI,Bihar","BHISWA,Bihar,843324.0"
Bhitha,Jharkhand,PALAMU,PIPRA,822113.0,"BHITHA,Jharkhand","BHITHA,PALAMU,Jharkhand","BHITHA,PIPRA,Jharkhand","BHITHA,PIPRA,PALAMU,Jharkhand","BHITHA,Jharkhand,822113.0"
Bhitwariya Kalan,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271207.0,"BHITWARIYA KALAN,Uttar Pradesh","BHITWARIYA KALAN,BALRAMPUR,Uttar Pradesh","BHITWARIYA KALAN,HARAIYA SATGHARWA,Uttar Pradesh","BHITWARIYA KALAN,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","BHITWARIYA KALAN,Uttar Pradesh,271207.0"
Bholghati,Odisha,MAYURBHANJ,MORADA,757018.0,"BHOLGHATI,Odisha","BHOLGHATI,MAYURBHANJ,Odisha","BHOLGHATI,MORADA,Odisha","BHOLGHATI,MORADA,MAYURBHANJ,Odisha","BHOLGHATI,Odisha,757018.0"
Bhujehra,Uttar Pradesh,BALRAMPUR,TULSIPUR,271208.0,"BHUJEHRA,Uttar Pradesh","BHUJEHRA,BALRAMPUR,Uttar Pradesh","BHUJEHRA,TULSIPUR,Uttar Pradesh","BHUJEHRA,TULSIPUR,BALRAMPUR,Uttar Pradesh","BHUJEHRA,Uttar Pradesh,271208.0"
Bhujusai,Jharkhand,PASHCHIMI SINGHBHUM,CHAKRADHARPUR,833102.0,"BHUJUSAI,Jharkhand","BHUJUSAI,PASHCHIMI SINGHBHUM,Jharkhand","BHUJUSAI,CHAKRADHARPUR,Jharkhand","BHUJUSAI,CHAKRADHARPUR,PASHCHIMI SINGHBHUM,Jharkhand","BHUJUSAI,Jharkhand,833102.0"
Bhukurwa,Uttar Pradesh,BALRAMPUR,PACHPERWA,271605.0,"BHUKURWA,Uttar Pradesh","BHUKURWA,BALRAMPUR,Uttar Pradesh","BHUKURWA,PACHPERWA,Uttar Pradesh","BHUKURWA,PACHPERWA,BALRAMPUR,Uttar Pradesh","BHUKURWA,Uttar Pradesh,271605.0"
Bhusailiya,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271861.0,"BHUSAILIYA,Uttar Pradesh","BHUSAILIYA,BALRAMPUR,Uttar Pradesh","BHUSAILIYA,HARAIYA SATGHARWA,Uttar Pradesh","BHUSAILIYA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","BHUSAILIYA,Uttar Pradesh,271861.0"
Bhutha,Bihar,SITAMARHI,CHORAUT,843320.0,"BHUTHA,Bihar","BHUTHA,SITAMARHI,Bihar","BHUTHA,CHORAUT,Bihar","BHUTHA,CHORAUT,SITAMARHI,Bihar","BHUTHA,Bihar,843320.0"
Bidra,Jharkhand,PALAMU,PANKI,822122.0,"BIDRA,Jharkhand","BIDRA,PALAMU,Jharkhand","BIDRA,PANKI,Jharkhand","BIDRA,PANKI,PALAMU,Jharkhand","BIDRA,Jharkhand,822122.0"
Bijapur,Odisha,KORAPUT,BORIGUMMA,764056.0,"BIJAPUR,Odisha","BIJAPUR,KORAPUT,Odisha","BIJAPUR,BORIGUMMA,Odisha","BIJAPUR,BORIGUMMA,KORAPUT,Odisha","BIJAPUR,Odisha,764056.0"
Birbir,Jharkhand,PALAMU,PANKI,822122.0,"BIRBIR,Jharkhand","BIRBIR,PALAMU,Jharkhand","BIRBIR,PANKI,Jharkhand","BIRBIR,PANKI,PALAMU,Jharkhand","BIRBIR,Jharkhand,822122.0"
Birkel,Jharkhand,PASHCHIMI SINGHBHUM,GUDRI,835227.0,"BIRKEL,Jharkhand","BIRKEL,PASHCHIMI SINGHBHUM,Jharkhand","BIRKEL,GUDRI,Jharkhand","BIRKEL,GUDRI,PASHCHIMI SINGHBHUM,Jharkhand","BIRKEL,Jharkhand,835227.0"
Birkera,Odisha,SUNDERGARH,LATHIKATA,770037.0,"BIRKERA,Odisha","BIRKERA,SUNDERGARH,Odisha","BIRKERA,LATHIKATA,Odisha","BIRKERA,LATHIKATA,SUNDERGARH,Odisha","BIRKERA,Odisha,770037.0"
Bishnupur,Odisha,MAYURBHANJ,BETNOTI,757025.0,"BISHNUPUR,Odisha","BISHNUPUR,MAYURBHANJ,Odisha","BISHNUPUR,BETNOTI,Odisha","BISHNUPUR,BETNOTI,MAYURBHANJ,Odisha","BISHNUPUR,Odisha,757025.0"
Bishunpur Raghunath,Bihar,PASHCHIM CHAMPARAN,CHANPATIA,845450.0,"BISHUNPUR RAGHUNATH,Bihar","BISHUNPUR RAGHUNATH,PASHCHIM CHAMPARAN,Bihar","BISHUNPUR RAGHUNATH,CHANPATIA,Bihar","BISHUNPUR RAGHUNATH,CHANPATIA,PASHCHIM CHAMPARAN,Bihar","BISHUNPUR RAGHUNATH,Bihar,845450.0"
Bishunpur Urf Gonahi,Bihar,SITAMARHI,SONBARSA,843317.0,"BISHUNPUR URF GONAHI,Bihar","BISHUNPUR URF GONAHI,SITAMARHI,Bihar","BISHUNPUR URF GONAHI,SONBARSA,Bihar","BISHUNPUR URF GONAHI,SONBARSA,SITAMARHI,Bihar","BISHUNPUR URF GONAHI,Bihar,843317.0"
Bobiya,Odisha,KORAPUT,KOTPAD,764055.0,"BOBIYA,Odisha","BOBIYA,KORAPUT,Odisha","BOBIYA,KOTPAD,Odisha","BOBIYA,KOTPAD,KORAPUT,Odisha","BOBIYA,Odisha,764055.0"
Bochbandh,Jharkhand,DEOGHAR,SARATH,815353.0,"BOCHBANDH,Jharkhand","BOCHBANDH,DEOGHAR,Jharkhand","BOCHBANDH,SARATH,Jharkhand","BOCHBANDH,SARATH,DEOGHAR,Jharkhand","BOCHBANDH,Jharkhand,815353.0"
Bohita,Jharkhand,PALAMU,SATBARWA,822126.0,"BOHITA,Jharkhand","BOHITA,PALAMU,Jharkhand","BOHITA,SATBARWA,Jharkhand","BOHITA,SATBARWA,PALAMU,Jharkhand","BOHITA,Jharkhand,822126.0"
Boroi,Jharkhand,PASHCHIMI SINGHBHUM,GOELKERA,833103.0,"BOROI,Jharkhand","BOROI,PASHCHIMI SINGHBHUM,Jharkhand","BOROI,GOELKERA,Jharkhand","BOROI,GOELKERA,PASHCHIMI SINGHBHUM,Jharkhand","BOROI,Jharkhand,833103.0"
Brahmangaon,Odisha,SUNDERGARH,LAHUNIPARA,770044.0,"BRAHMANGAON,Odisha","BRAHMANGAON,SUNDERGARH,Odisha","BRAHMANGAON,LAHUNIPARA,Odisha","BRAHMANGAON,LAHUNIPARA,SUNDERGARH,Odisha","BRAHMANGAON,Odisha,770044.0"
Brhamaul,Bihar,SITAMARHI,NANPUR,843333.0,"BRHAMAUL,Bihar","BRHAMAUL,SITAMARHI,Bihar","BRHAMAUL,NANPUR,Bihar","BRHAMAUL,NANPUR,SITAMARHI,Bihar","BRHAMAUL,Bihar,843333.0"
Budamora,Odisha,MAYURBHANJ,BANGRIPOSI,757081.0,"BUDAMORA,Odisha","BUDAMORA,MAYURBHANJ,Odisha","BUDAMORA,BANGRIPOSI,Odisha","BUDAMORA,BANGRIPOSI,MAYURBHANJ,Odisha","BUDAMORA,Odisha,757081.0"
Budhipadar,Odisha,BOLANGIR,LOISINGHA,767020.0,"BUDHIPADAR,Odisha","BUDHIPADAR,BOLANGIR,Odisha","BUDHIPADAR,LOISINGHA,Odisha","BUDHIPADAR,LOISINGHA,BOLANGIR,Odisha","BUDHIPADAR,Odisha,767020.0"
Bulandpur Urf Husainpur,Bihar,SITAMARHI,RUNNI SAIDPUR,843117.0,"BULANDPUR URF HUSAINPUR,Bihar","BULANDPUR URF HUSAINPUR,SITAMARHI,Bihar","BULANDPUR URF HUSAINPUR,RUNNI SAIDPUR,Bihar","BULANDPUR URF HUSAINPUR,RUNNI SAIDPUR,SITAMARHI,Bihar","BULANDPUR URF HUSAINPUR,Bihar,843117.0"
Buromunda,Odisha,BOLANGIR,LOISINGHA,767065.0,"BUROMUNDA,Odisha","BUROMUNDA,BOLANGIR,Odisha","BUROMUNDA,LOISINGHA,Odisha","BUROMUNDA,LOISINGHA,BOLANGIR,Odisha","BUROMUNDA,Odisha,767065.0"
Buruduya,Jharkhand,PASHCHIMI SINGHBHUM,GOELKERA,833103.0,"BURUDUYA,Jharkhand","BURUDUYA,PASHCHIMI SINGHBHUM,Jharkhand","BURUDUYA,GOELKERA,Jharkhand","BURUDUYA,GOELKERA,PASHCHIMI SINGHBHUM,Jharkhand","BURUDUYA,Jharkhand,833103.0"
Chahali,Odisha,KANDHAMAL,CHAKAPAD,762028.0,"CHAHALI,Odisha","CHAHALI,KANDHAMAL,Odisha","CHAHALI,CHAKAPAD,Odisha","CHAHALI,CHAKAPAD,KANDHAMAL,Odisha","CHAHALI,Odisha,762028.0"
Chainpur Bareriya,Uttar Pradesh,BALRAMPUR,TULSIPUR,271208.0,"CHAINPUR BARERIYA,Uttar Pradesh","CHAINPUR BARERIYA,BALRAMPUR,Uttar Pradesh","CHAINPUR BARERIYA,TULSIPUR,Uttar Pradesh","CHAINPUR BARERIYA,TULSIPUR,BALRAMPUR,Uttar Pradesh","CHAINPUR BARERIYA,Uttar Pradesh,271208.0"
Chaknadih,Jharkhand,PALAMU,TARHASI,822118.0,"CHAKNADIH,Jharkhand","CHAKNADIH,PALAMU,Jharkhand","CHAKNADIH,TARHASI,Jharkhand","CHAKNADIH,TARHASI,PALAMU,Jharkhand","CHAKNADIH,Jharkhand,822118.0"
Champawa,Jharkhand,PASHCHIMI SINGHBHUM,BANDGAON,835216.0,"CHAMPAWA,Jharkhand","CHAMPAWA,PASHCHIMI SINGHBHUM,Jharkhand","CHAMPAWA,BANDGAON,Jharkhand","CHAMPAWA,BANDGAON,PASHCHIMI SINGHBHUM,Jharkhand","CHAMPAWA,Jharkhand,835216.0"
Chamwalia,Bihar,PASHCHIM CHAMPARAN,BAGAHA-II (SIDHAW),845101.0,"CHAMWALIA,Bihar","CHAMWALIA,PASHCHIM CHAMPARAN,Bihar","CHAMWALIA,BAGAHA-II (SIDHAW),Bihar","CHAMWALIA,BAGAHA-II (SIDHAW),PASHCHIM CHAMPARAN,Bihar","CHAMWALIA,Bihar,845101.0"
Chanabahal,Odisha,BOLANGIR,MURIBAHAL,767037.0,"CHANABAHAL,Odisha","CHANABAHAL,BOLANGIR,Odisha","CHANABAHAL,MURIBAHAL,Odisha","CHANABAHAL,MURIBAHAL,BOLANGIR,Odisha","CHANABAHAL,Odisha,767037.0"
Chanderpur,Jharkhand,PALAMU,PANKI,822122.0,"CHANDERPUR,Jharkhand","CHANDERPUR,PALAMU,Jharkhand","CHANDERPUR,PANKI,Jharkhand","CHANDERPUR,PANKI,PALAMU,Jharkhand","CHANDERPUR,Jharkhand,822122.0"
Chandrapur,Jharkhand,PALAMU,PANKI,822115.0,"CHANDRAPUR,Jharkhand","CHANDRAPUR,PALAMU,Jharkhand","CHANDRAPUR,PANKI,Jharkhand","CHANDRAPUR,PANKI,PALAMU,Jharkhand","CHANDRAPUR,Jharkhand,822115.0"
Chapariya,Jharkhand,DEOGHAR,DEOGHAR,814114.0,"CHAPARIYA,Jharkhand","CHAPARIYA,DEOGHAR,Jharkhand","CHAPARIYA,DEOGHAR,Jharkhand","CHAPARIYA,DEOGHAR,DEOGHAR,Jharkhand","CHAPARIYA,Jharkhand,814114.0"
Chaparwar,Jharkhand,PALAMU,PIPRA,822113.0,"CHAPARWAR,Jharkhand","CHAPARWAR,PALAMU,Jharkhand","CHAPARWAR,PIPRA,Jharkhand","CHAPARWAR,PIPRA,PALAMU,Jharkhand","CHAPARWAR,Jharkhand,822113.0"
Chauhatter Kalan,Uttar Pradesh,BALRAMPUR,TULSIPUR,271208.0,"CHAUHATTER KALAN,Uttar Pradesh","CHAUHATTER KALAN,BALRAMPUR,Uttar Pradesh","CHAUHATTER KALAN,TULSIPUR,Uttar Pradesh","CHAUHATTER KALAN,TULSIPUR,BALRAMPUR,Uttar Pradesh","CHAUHATTER KALAN,Uttar Pradesh,271208.0"
Chaukakalan,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271861.0,"CHAUKAKALAN,Uttar Pradesh","CHAUKAKALAN,BALRAMPUR,Uttar Pradesh","CHAUKAKALAN,HARAIYA SATGHARWA,Uttar Pradesh","CHAUKAKALAN,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","CHAUKAKALAN,Uttar Pradesh,271861.0"
Chaupar Khurd,Bihar,SITAMARHI,NANPUR,843326.0,"CHAUPAR KHURD,Bihar","CHAUPAR KHURD,SITAMARHI,Bihar","CHAUPAR KHURD,NANPUR,Bihar","CHAUPAR KHURD,NANPUR,SITAMARHI,Bihar","CHAUPAR KHURD,Bihar,843326.0"
Chengwana,Jharkhand,PALAMU,CHHATARPUR,822113.0,"CHENGWANA,Jharkhand","CHENGWANA,PALAMU,Jharkhand","CHENGWANA,CHHATARPUR,Jharkhand","CHENGWANA,CHHATARPUR,PALAMU,Jharkhand","CHENGWANA,Jharkhand,822113.0"
Chetma,Jharkhand,PALAMU,PATAN,822123.0,"CHETMA,Jharkhand","CHETMA,PALAMU,Jharkhand","CHETMA,PATAN,Jharkhand","CHETMA,PATAN,PALAMU,Jharkhand","CHETMA,Jharkhand,822123.0"
Chhatabeda,Odisha,NABARANGPUR,RAIGHAR,764074.0,"CHHATABEDA,Odisha","CHHATABEDA,NABARANGPUR,Odisha","CHHATABEDA,RAIGHAR,Odisha","CHHATABEDA,RAIGHAR,NABARANGPUR,Odisha","CHHATABEDA,Odisha,764074.0"
Chhitalu Pur,Uttar Pradesh,BALRAMPUR,REHRA BAZAR,271306.0,"CHHITALU PUR,Uttar Pradesh","CHHITALU PUR,BALRAMPUR,Uttar Pradesh","CHHITALU PUR,REHRA BAZAR,Uttar Pradesh","CHHITALU PUR,REHRA BAZAR,BALRAMPUR,Uttar Pradesh","CHHITALU PUR,Uttar Pradesh,271306.0"
Chhota Koyta,Jharkhand,PASHCHIMI SINGHBHUM,TANTNAGAR,833201.0,"CHHOTA KOYTA,Jharkhand","CHHOTA KOYTA,PASHCHIMI SINGHBHUM,Jharkhand","CHHOTA KOYTA,TANTNAGAR,Jharkhand","CHHOTA KOYTA,TANTNAGAR,PASHCHIMI SINGHBHUM,Jharkhand","CHHOTA KOYTA,Jharkhand,833201.0"
Chilho Kala,Jharkhand,PALAMU,CHHATARPUR,822113.0,"CHILHO KALA,Jharkhand","CHILHO KALA,PALAMU,Jharkhand","CHILHO KALA,CHHATARPUR,Jharkhand","CHILHO KALA,CHHATARPUR,PALAMU,Jharkhand","CHILHO KALA,Jharkhand,822113.0"
Chilra,Bihar,SITAMARHI,SONBARSA,843330.0,"CHILRA,Bihar","CHILRA,SITAMARHI,Bihar","CHILRA,SONBARSA,Bihar","CHILRA,SONBARSA,SITAMARHI,Bihar","CHILRA,Bihar,843330.0"
Chiru,Jharkhand,PALAMU,CHHATARPUR,822113.0,"CHIRU,Jharkhand","CHIRU,PALAMU,Jharkhand","CHIRU,CHHATARPUR,Jharkhand","CHIRU,CHHATARPUR,PALAMU,Jharkhand","CHIRU,Jharkhand,822113.0"
Chitpil,Jharkhand,PASHCHIMI SINGHBHUM,CHAKRADHARPUR,833102.0,"CHITPIL,Jharkhand","CHITPIL,PASHCHIMI SINGHBHUM,Jharkhand","CHITPIL,CHAKRADHARPUR,Jharkhand","CHITPIL,CHAKRADHARPUR,PASHCHIMI SINGHBHUM,Jharkhand","CHITPIL,Jharkhand,833102.0"
Chiurahi,Bihar,PASHCHIM CHAMPARAN,MADHUBANI,845104.0,"CHIURAHI,Bihar","CHIURAHI,PASHCHIM CHAMPARAN,Bihar","CHIURAHI,MADHUBANI,Bihar","CHIURAHI,MADHUBANI,PASHCHIM CHAMPARAN,Bihar","CHIURAHI,Bihar,845104.0"
Chokdi,Jharkhand,PALAMU,HAIDARNAGAR,822115.0,"CHOKDI,Jharkhand","CHOKDI,PALAMU,Jharkhand","CHOKDI,HAIDARNAGAR,Jharkhand","CHOKDI,HAIDARNAGAR,PALAMU,Jharkhand","CHOKDI,Jharkhand,822115.0"
Chorhat,Jharkhand,PALAMU,RAMGARH,822110.0,"CHORHAT,Jharkhand","CHORHAT,PALAMU,Jharkhand","CHORHAT,RAMGARH,Jharkhand","CHORHAT,RAMGARH,PALAMU,Jharkhand","CHORHAT,Jharkhand,822110.0"
