words,js_file
ALEXIS MULTI SPECIALITY HOSPITAL PVT LTD,mca
ALFA MOTORS,vahan
ALFARA INFRAPROJECTS PVT LTD,mca
ALFARA PROPERTIES PVT LTD,mca
ALFNAR,power
ALGONOMY SOFTWARE PVT LTD,mca
ALICE BLUE FIN SVCS P,broking
ALICE BLUE FINANCIAL SERVICES,broking
ALICE BLUE SECURITIES,broking
ALIGARH DISTRICT CO OP BANK LTD,payments_nach
ALIVIRA ANIMAL HEALTH LTD,mca
ALKA INDIA LTD,mca
ALKA SECURITIES,broking
ALL DIGITAL NETWORK INDIA LTD,mca
ALL SERVICES GLOBAL,internet
ALL TERRAIN CRANE,vahan
ALLAHABAD BANK,payments_npci
ALLAHABAD BANK,bank
ALLAHABAD BANK,bank_basel
ALLAHABAD BANK,mca
ALLAHABAD BANK APP,payments_upi_apps
ALLAHABAD BANK KOLKATA MAIN BRANCH,mca
ALLAHABAD BYPASS PATHWAYS PVT LTD,mca
ALLAHABAD DISTRICT CENTRAL CO-OPERATIVE BANK LTD,payments_nach
ALLAHABAD U P GRAMIN BANK,bank
ALLAHBAD BANK,mca
ALLBANK FINANCE LTD,mca
ALLCARGO LOGISTICS LTD,mca
ALLEGIS SERVICES INDIA PVT LTD,mca
ALLENGERS MEDICAL SYSTEMS LTD,mca
ALLFINE INDUSTRIES,vahan
ALLIANCE GRANIMARMO PVT LTD,mca
ALLIANCE INTEGRATED METALIKS LTD,mca
ALLIANCE MEDIA AND ENTERTAINMENT PVT LTD,mca
ALLIANZ SERVICES PVT LTD,mca
ALLIANZ TECHNOLOGY,internet
ALLIED BLENDERS AND DISTILLERS PVT LTD,mca
ALLIED COMPUTERS INTERNATIONAL ASIA LTD,mca
ALLIED DIGITAL SERVICES LTD,mca
ALLIED FINANCIAL SERVICES,broking
ALLIED JB FRICTION PVT LTD,mca
ALLIED MEDICAL LTD,mca
ALLIED PERFUMERS PVT LTD,mca
ALLIED STRIPS LTD,mca
ALLSCRIPTS,internet
ALLSEC TECHNOLOGIES LTD,mca
ALLWIN INFRASTRUCTURE LTD,mca
ALM FOOD PRODUCTS LTD,mca
ALM INFOTECH CITY PVT LTD,mca
ALMONDZ FINANZ LTD,mca
ALMONDZ GLOBAL SECURITIES,broking
ALMONDZ GLOBAL SECURITIES LTD,mca
ALMORA URBAN BANK,bank
ALMORA URBAN BANK,bank_test_only
ALMORA URBAN CO OP BANK LTD,payments_nach
ALMORA URBAN COOPERATIVE BANK,bank
ALMORA URBAN COOPERATIVE BANK,bank_test_only
ALMORA ZILA SAHKARI BANK LTD,payments_nach
ALMTECH SOFTWARE SOLUTIONS LTD,mca
ALOK ENG WORKS,vahan
ALOK INDUSTRIES LTD,mca
ALOKA TRIVITRON MEDICAL TECHNOLOGIES PVT LTD,mca
ALOKE STEELS INDUSTRIES PVT LTD,mca
ALP AEROFLEX INDIA PVT LTD,mca
ALPA LABORATORIES LTD,mca
ALPHA DESIGN TECHNOLOGIES PVT LTD,mca
ALPHA MAIER PVT LTD,mca
ALPHA SERVICES,vahan
ALPHAMED FORMULATIONS PVT LTD,mca
ALPINE DISTILLERIES PVT LTD,mca
ALPLA INDIA PVT LTD,mca
ALPS GRANITES PVT LTD,mca
ALPS HOSPITAL LTD,mca
ALPS INDUSTRIES LTD,mca
ALSTON BUILDERS AND DEVELOPERS PVT LTD,mca
ALTAF ENGINEERING WORKS,vahan
ALTEC CORP LTD,mca
ALTECH STAR SOLUTIONS PVT LTD,mca
ALTEN POWER PVT LTD,mca
ALTIER ELECTRIC VEHICLES,vahan
ALTIGREEN PROPULSION LABS,vahan
ALTIMETRIK,internet
ALTINA SECURITIES,broking
ALTISOURCE,internet
ALTIUS EV TECH,vahan
ALTIUS TECHNOLOGIES,vahan
ALTRAN TECHNOLOGIES INDIA PVT LTD,mca
ALTUM CREDO HOME FINANCE PRIVATE LIMITED,nbfc
ALUCAST AUTO PARTS LTD,mca
ALUDECOR LAMINATION PVT LTD,mca
ALUKKAS ENTERPRISES PVT LTD,mca
ALVEAN INDIA PVT LTD,mca
AM,vahan
AMAC INNOVATIVES,vahan
AMADEUS,internet
AMAL LTD,mca
AMALGAM STEEL AND POWER LTD,mca
AMALGAM STEEL PVT LTD,mca
AMALGAMATED COALFIELDS LTD,mca
AMALGAMATED PLANTATIONS PVT LTD,mca
AMALGAMATIONS VALEO CLUTCH PVT LTD,mca
AMAN AGRO INDUSTRIES,vahan
AMAN AUTOMOBILES,vahan
AMAN ELECTRIC VEHICLES,vahan
AMAN ELECTRICAL VEHICLES,vahan
AMAN INFRATEX LTD,mca
AMAN SAH BANK ICHALKARANJI,bank
AMAN SAHAKARI BANK LTD,payments_nach
AMANTA HEALTHCARE LTD,mca
AMAR AGRO IND,vahan
AMAR AGRO SALES,vahan
AMAR COACH BUILDERS,vahan
AMAR ENGINEERING WORKS,vahan
AMAR INFRASTRUCTURE LTD,mca
AMAR INTERNATIONAL,vahan
AMAR PRAKAASH DEVELOPERSS PVT LTD,mca
AMAR SHAKTI INDUSTRIES,vahan
AMAR TROLLY WORKS,vahan
AMAR TUBES PVT LTD,mca
AMARA RAJA BATTERIES LTD,mca
AMARAVATI ZILLHA PARISHAD SHIKSHAK SAH BANK AMRAVATI,bank
AMARDEEP INDUSTRIES,vahan
AMARESHWAR AGRO INDUSTRIES,vahan
AMARJEET HARVESTER INDUSTRY,vahan
AMARNATH CO OP BANK LTD,payments_nach
AMARTEX INDUSTRIES LTD,mca
AMAY PHARMACEUTICALS PVT LTD,mca
AMAZON PAY,payments_upi_apps
AMAZOONE CERAMICS LTD,mca
AMBA DEVI PAPER MILLS LTD,mca
AMBA RIVER COKE LTD,mca
AMBA SHAKTI STEELS LTD,mca
AMBA TOWNSHIP PVT LTD,mca
AMBADY INFRASTRUCTURE PVT LTD,mca
AMBAJOGAI PEOPLES CO OP BANK AMBAJOGAI,bank
AMBAJOGAI PEOPLES CO OP BANK LTD,payments_nach
AMBAL AUTOS,vahan
AMBALAL SARABHAI ENTERPRISES LTD,mca
AMBALAL SHARES & STOCKS,broking
AMBAR TRAILOR,vahan
AMBARKAR INDUSTRIES,vahan
AMBARNATH JAI HIND CO OP BANK,bank
AMBARNATH JAI HIND CO OP BANK LTD,payments_nach
AMBARNATH JAIHIND COOP BANK,bank
AMBARNATH JAIHIND COOP BANK,bank_test_only
AMBARNATH JAIHIND COOP BANK AMBARNATH,bank
AMBARNATH JAIHIND COOPERATIVE BANK,bank
AMBASHAKTI UDYOG LTD,mca
AMBAY ENGINEERING WORKS,vahan
AMBE AGROFOODS PVT LTD,mca
AMBERKAR TRAILERS,vahan
AMBEY AGRO INDUSTRIES,vahan
AMBEY VAISHNO STEELS PVT LTD,mca
AMBICA AGARBATHIES AROMA AND INDUSTRIES LTD,mca
AMBICA AGRO INDUSTRIES,vahan
AMBICA ENG WORKS,vahan
AMBICA INDUSTRIES,vahan
AMBICA IRON WORKS,vahan
AMBICA JUTE MILLS LTD,mca
AMBICA MACHINE TOOLS,vahan
AMBICA TRAILER WELD WORKS,vahan
AMBIENCE COMMERCIAL DEVELOPERS PVT LTD,mca
AMBIENCE DEVELOPERS AND INFRASTRUCTURE PVT LTD,mca
AMBIENCE HOTELS AND RESORTS PVT LTD,mca
AMBIENCE INFRASTRUCTURE DEVELOPERS PVT LTD,mca
AMBIENCE PVT LTD,mca
AMBIKA ENTERPRISES,vahan
AMBIKA INDUSTRIES,vahan
AMBIT CAPITAL PVT LTD,mca
AMBIT SECURITIES BROKING,broking
AMBO AGRO PRODUCTS LTD,mca
AMBUJA CEMENTS LTD,mca
AMBUJA HOUSING AND URBAN INFRASTRUCTURE CO LTD,mca
AMBUJA REALTY DEVELOPMENT LTD,mca
AMBUR ECONOMIC DEVELOPMENT ORGANISATION,mca
AMC COOKWARE INDIA PVT LTD,mca
AMCIKA AGRO WORK,vahan
AMD INDUSTRIES LTD,mca
AMDD FOODS PVT LTD,mca
AMDOCS DEVELOPMENT CENTRE INDIA PVT LTD,mca
AMEER ENGINEERING WORKS MAHABUBABAD,vahan
AMERICAN EXPRESS,internet
AMERICAN EXPRESS,bank
AMERICAN EXPRESS,bank_2
AMERICAN EXPRESS BKG CORP,bank
AMERICAN EXPRESS BKG CORP,bank_2
AMERICAN EXPRESSINDIA PVT LTD,mca
AMERICAN HONDA MOTOR CO,vahan
AMERICAN ROAD TECHNOLOGY AND SOLUTIONS,vahan
AMERICAN SPRING AND PRESSING WORKS PVT LTD,mca
AMERIPRISE INDIA PVT LTD,mca
AMEYA COMMERCIAL PROJECTS PVT LTD,mca
AMEYA LABORATORIES LTD,mca
AMEYA LOGISTICS PVT LTD,mca
AMGIS HOLDINGS,broking
AMIANTIT FIBERGLASS INDUSTRIES INDIA PVT LTD,mca
AMIDHARA TRAILOR,vahan
AMIN EQUIPMENT,vahan
AMIRA PURE FOODS PVT LTD,mca
AMIT AGRI WO KHEDA,vahan
AMIT AGRICULTURE WO,vahan
AMIT AGRO WORKS,vahan
AMIT COTTONS PVT LTD,mca
AMIT ENGINEERING WORKS,vahan
AMIT ENTERPRISES HOUSING LTD,mca
AMIT INTERNATIONAL LTD,mca
AMITY UNIVERSITY,internet
AMIYA STEEL PVT LTD,mca
AMKODOR EARTH MOVING EQU,vahan
AMMA LINES PVT LTD,mca
AMMAN ENGINEERING COMPANY,vahan
AMMANN APOLLO INDIA,vahan
AMNEAL LIFE SCIENCES PVT LTD,mca
AMNEAL PHARMACEUTICALS PVT LTD,mca
AMO MOBILITY SOLUTIONS,vahan
AMOL FINANCIAL SERVICES,broking
AMOL STEEL AND AGRO INDUSTRIES,vahan
AMP SOLAR,power
AMPERE VEHCLES,vahan
AMPERE VEHICLES,vahan
AMPL CLEANTECH PVT LTD,mca
AMPO VALVES INDIA PVT LTD,mca
AMR HOSPITALITY SERVICES LTD,mca
AMR INDIA LTD,mca
AMR POWER PVT LTD,mca
AMRAPALI AADYA TRADING & INVESTMENT,broking
AMRAPALI CAPITAL AND FINANCE SERVICES,broking
AMRAPALI HOMES PROJECTS PVT LTD,mca
AMRAPALI INDUSTRIES LTD,mca
AMRAPALI SMART CITY DEVELOPERS PVT LTD,mca
AMRELI JILLA MADHYASTHA SAHAKARI BANK,bank
AMRELI JILLA MADHYASTHA SAHAKARI BANK LTD,payments_nach
AMRELI NAGARIK SAHAKARI BANK,bank
AMRELI POWER PROJECTS LTD,mca
AMRINDERA ENGINEERING WORKS,vahan
AMRIT BIO ENERGY AND INDUSTRIES LTD,mca
AMRIT ENGG WORKS DKL,vahan
AMRIT ENVIRONMENTAL TECHNOLOGIES PVT LTD,mca
AMRIT HATCHERIES PVT LTD,mca
AMRIT JAL VENTURES PVT LTD,mca
AMRIT PROJECTS LTD,mca
AMRITKUNJ CAPITAL MARKETS LTD,mca
AMRITSAR SWADESHI TEXTILE CORP PVT LTD,mca
AMRITSAR SWADESHI WOOLLEN MILLS PVT LTD,mca
AMRL HITECH CITY LTD,mca
AMRUTA INFRATECH,vahan
AMRUTHA CONSTRUCTIONS PVT LTD,mca
AMRUTIA AGRO INDUSTRIES,vahan
AMRUTLEELA EQUITIES,broking
AMS INDUSTRIES,vahan
AMS TRAILERS,vahan
AMTEK AUTO LTD,mca
AMTEK LABORATORIES LTD,mca
AMU SHARES & SECURITIES,broking
AMUL TRACTOR TRAILER INDUSTRIE,vahan
AMUTHA TRAILERS,vahan
AMW AUTOCOMPONENT LTD,mca
AMW MOTORCYCLES BANGALORE,vahan
AMW MOTORS,vahan
AMW MOTORS LTD,mca
AN CAPITAL MARKETS,broking
ANADI ENGINEERING,vahan
ANAMALAI TRACTOR,vahan
ANAMIKA SUGAR MILLS PVT LTD,mca
ANAND AGRO CHEM INDIA LTD,mca
ANAND AGRO IND,vahan
ANAND AUTOMOBILES,vahan
ANAND ENGINEERING LTD,mca
ANAND ENGINEERING PRODUCTS PVT LTD,mca
ANAND MERCANTILE COOPERATIVE BANK,bank
ANAND RATHI FINANCIAL SERVICES LTD,mca
ANAND RATHI GLOBAL FINANCE LTD,mca
ANAND RATHI SHARE AND STOCK BROKERS,broking
ANAND TRAILER,vahan
ANAND TRIPLEX BOARD LTD,mca
ANANT INVESTMENTS,broking
ANANT RAJ LTD,mca
ANANTA MEDICARE LTD,mca
ANANTAPUR SOLAR PARKS PVT LTD,power
ANANTAPURA WIND POWER PVT LTD,power
ANANTHA JOTHI TRAILER,vahan
ANANTHAPURI HOSPITAL PVT LTD,mca
ANANYA AGRO EQUIPMENTS,vahan
ANANYA FINANCE FOR INCLUSIVE GROWTH PVT LTD,mca
ANBU TRAILERS,vahan
ANCHI MOTORCYCLE (IMPORTER: ECOTRINITY AUTOMOBILE,vahan
ANCHOR DAEWOO INDUSTRIES LTD,mca
ANCHOR LEASING PVT LIMTED,mca
ANDAMAN AND NICOBAR STATE CO OP BANK LTD,payments_nach
ANDARSUL URBAN CO OP BANK LTD ANDARSUL,payments_nach
ANDAVAR INDUSTRIES,vahan
ANDAVAR TRAILOR,vahan
ANDHRA BANK,mca
ANDHRA BANK,payments_npci
ANDHRA BANK,bank_basel
ANDHRA BANK,bank
ANDHRA BANK APP,payments_upi_apps
ANDHRA CEMENTS LTD,mca
ANDHRA PAPER LTD,mca
ANDHRA PETROCHEMICALS LTD,mca
ANDHRA PRADESH FOREST DEVELOPMENT CORPNLTD,mca
ANDHRA PRADESH GAS POWER CORP LTD,mca
ANDHRA PRADESH GRAMEEN VIKAS BANK,bank
ANDHRA PRADESH GRAMEENA BANK,bank
ANDHRA PRADESH GRAMEENA BANK,bank_test_only
ANDHRA PRADESH GRAMEENA VIKAS BANK,payments_npci
ANDHRA PRADESH GRAMEENA VIKAS BANK,payments_nach
ANDHRA PRADESH GRAMEENA VIKAS BANK,bank
ANDHRA PRADESH GRAMEENA VIKAS BANK,bank_test_only
ANDHRA PRADESH HEAVY MACHINERY ANDENGINEERING LTD,mca
ANDHRA PRADESH INDUSTRIAL DEVELOPMENT CORP LTD,mca
ANDHRA PRADESH INDUSTRIAL INFRASTRUCTURE CORPN LTD,mca
ANDHRA PRADESH POWER DEVELOPMENT CO LTD,mca
ANDHRA PRADESH POWER FINANCE CORP LTD,mca
ANDHRA PRADESH SCOOTERS,vahan
ANDHRA PRADESH STATE COOPERATIVE BANK,bank
ANDHRA PRADESH STATE COOPERATIVE BANK,bank_test_only
ANDHRA PRADESH STATE FINANCIAL CORP,mca
ANDHRA PRAGATHI GRAMEENA BANK,payments_npci
ANDHRA PRAGATHI GRAMEENA BANK,payments_nach
ANDHRA PRAGATHI GRAMEENA BANK,bank_test_only
ANDHRA PRAGATHI GRAMEENA BANK,bank
ANDHRA SUGARS LTD,mca
ANDREW INDUSTRIES INDIA PVT LTD,mca
ANDREW YULE AND CO LTD,mca
ANDRITZ HYDRO PVT LTD,mca
ANG INDUSTRIES,vahan
ANG INDUSTRIES LTD,mca
ANGAD COMPANY,vahan
ANGEL FARM,vahan
ANGEL ONE,broking
ANGEL ONE,internet
ANGEL SECURITIES,broking
ANGELIQUE INTERNATIONAL LTD,mca
ANGERIPALAYAM COMMON EFFLUEANT TREATMENT PLANT LTD,mca
ANGUL ENERGY LTD,mca
ANGUL SUKINDA RAILWAY LTD,mca
ANHEUSER BUSCH INBEV INDIA LTD,mca
ANHUI HELI INDUSTRIAL VEHICLE IMP AND EXP CO,vahan
ANI CONSTRUCTIONS PVT LTD,mca
ANIK INDUSTRIES LTD,mca
ANIKET TRAILER,vahan
ANIL BIOPLUS LTD,mca
ANIL ENGINEERING WORKS,vahan
ANIL INDUSTRIES,vahan
ANIL LTD,mca
ANIL PRINTERS LTD,mca
ANIL SPECIAL STEEL INDUSTRIES LTD,mca
ANIMALA WIND POWER PVT LTD- PHASE #1,power
ANIMALA WIND POWER PVT LTD- PHASE #2,power
ANIN AGRICULTURAL WELDING,vahan
ANIROX PIGMENTS LTD,mca
ANIRUDH RAJ AGRO,vahan
ANJALI AUTO COMPONENTS,vahan
ANJALI ENTERPRISES,vahan
ANJALI TRADERS,vahan
ANJANEY ALLOYS LTD,mca
ANJANEY STOCK BROKING,broking
ANJANEYA AGRO,vahan
ANJANEYA AGRO ENGINEERING WORKS KARIMNAGAR,vahan
ANJANI AGRO INDUSTRIES,vahan
ANJANI INDUSTRIES,vahan
ANKALESH TEXTILE PVT LTD,mca
ANKIT ENGINEERING WORKS,vahan
ANKIT GEMS PVT LTD,mca
ANKIT METAL AND POWER LTD,mca
ANKIT RAJ ENGINEERIG WORKS SHOP,vahan
ANKIT SECURITIES & FINANCE COMPANY,broking
ANKUR AGRO ENTERPRISE,vahan
ANKUR SEEDS PVT LTD,mca
ANKUSH AUTO DEALS,vahan
ANMOL AGRICULTURE,vahan
ANMOL BISCUITS LTD,mca
ANMOL SHARE BROKING,broking
ANMOL SPINTEX PVT LTD,mca
ANNA ALUMINIUM CO PVT LTD,mca
ANNA INVESTMENTS PVT LTD,mca
ANNAI ENGINEERING WORKS,vahan
ANNAKOOT PROPERTIES PVT LTD,mca
ANNAMALAI TRAILORS,vahan
ANNAPURNA AGRO INDUSTRIES,vahan
ANNAPURNA FINANCE PRIVATE LIMITED,nbfc
ANNAPURNA INDUSTRIES,vahan
ANNAPURRNA TRAILERS,vahan
ANNASAHEB MAGAR SAHAKARI BANK MARYADIT,payments_nach
ANNEX GLASS INDUSTRIES PVT LTD,mca
ANRAK ALUMINIUM LTD,mca
ANS,broking
ANS CONSTRUCTIONS PVT LTD,mca
ANS DEVELOPERS PVT LTD,mca
ANS STEEL TUBES LTD,mca
ANSAL COLOURS ENGINEERING SEZ LTD,mca
ANSAL HI TECH TOWNSHIPS LTD,mca
ANSAL HOUSING LTD,mca
ANSAL PROPERTIES AND INFRASTRUCTURE LTD,mca
ANSAL URBAN CONDOMINIUMS PVT LTD,mca
ANSALDOCALDAIE BOILERS INDIA PVT LTD,mca
ANSALDOCALDAIE GB ENGINEERING PVT LTD,mca
ANSYS,internet
ANTARA SENIOR LIVING LTD,mca
ANTARCTICA LTD,mca
ANTHEM CELLUTIONS INDIA PVT LTD,mca
ANTIQUE STOCK BROKING LTD,mca
ANTONY MOTORS,vahan
ANTONY TRAILORS,vahan
ANTRIZ TRAILORS,vahan
ANUBHA INDUSTRIES PVT LTD,mca
ANUGRAH ENGINEERING,vahan
ANUGRAH STOCK & BROKING,broking
ANUKARAN COMMERCIAL ENTERPRISES LTD,mca
ANUP ENTERPRISES SNG,vahan
ANUPAM INDUSTRIES LTD,mca
ANUPAM PORT CRANES CORP LTD,mca
ANURADHA PADDY UDHYOG,vahan
ANURADHA STEELS PVT LTD,mca
ANURAG FABRICATION WORKS,vahan
ANURAG SALES AND SERVICES P LTD,mca
ANUSH SHARES & SECURITIES,broking
ANVIL SHARE & STOCK BROKING,broking
ANZ,internet
ANZ BANKING GROUP,bank
ANZ SUPPORT SERVICES INDIA PVT LTD,mca
AP JANATA CO OP URBAN BANK LTD,payments_nach
AP JANATA CO OPERATIVE URBAN BANK LTD,payments_nach
AP MAHESH CO OP BANK,payments_nach
AP MAHESH COOPERATIVE URBAN BANK,bank
AP MAHESH COOPERATIVE URBAN BANK,bank_test_only
AP STATE COOP BANK,bank
APA HOTELS PVT LTD,mca
APACHE FOOTWEAR INDIA PVT LTD,mca
APANI SAHAKARI BANK LTD,payments_nach
APAR INDUSTRIES LTD,mca
APARAJITHA CORPORATE SERVICES PVT LTD,mca
APARANT IRON AND STEEL PVT LTD,mca
APARANTA HOTELS PVT LTD,mca
APARNA AGRICO,vahan
APARNA INDUSTRIES,vahan
APARNAA SAREES PVT LTD,mca
APCA POWER PVT LTD,mca
APCO INFRATECH PVT LTD,mca
APE AUTO,vahan
APEEJAY SECURITIES,broking
APEPDCL,power
APEX,internet
APEX BUILDSYS LTD,mca
APEX ELECTRICALS LTD,mca
APEX SPINNING MILLS PVT LTD,mca
APGCL,power
APGENCO,power
APGPCL,power
APHRODITE INFRA PVT LTD,mca
API Ispat And Power Tech Pvt. Ltd,fois
API MOTORS,vahan
APICORE PHARMACEUTICALS PVT LTD,mca
APL APOLLO TUBES LTD,mca
APL HEALTHCARE LTD,mca
APL Logistics Vascor Automotive Pvt. Ltd,fois
APL METALS LTD,mca
APLAYA FASHIONS LTD,mca
APM AUTO SALES,vahan
APNA SAHAKARI BANK,bank
APNA SAHAKARI BANK,bank_test_only
APNA SAHAKARI BANK LTD,payments_nach
APODIS HOTELS AND RESORTS LTD,mca
APOLLO AGRO INDUSTRIES LTD,mca
APOLLO CARMIX EQUIPMENTS,vahan
APOLLO CONSTRUCTION EQUIPMENTS,vahan
APOLLO EARTHMOVERS,vahan
APOLLO FINANCE LTD,mca
APOLLO GLENEAGLES HOSPITAL LTD,mca
APOLLO GLENEAGLES PET CT PVT LTD,mca
APOLLO HOSPITALS ENTERPRISE LTD,mca
APOLLO HOSPITALS INTERNATIONAL LTD,mca
APOLLO INDUSTRIES PRODUCT,vahan
APOLLO INFRASTRUCTURE PROJECTS FINANCE CO PVT LTD,mca
APOLLO INTERNATIONAL LTD,mca
APOLLO IRFFRATECH,vahan
APOLLO LOGISOLUTIONS LTD,mca
APOLLO RAJSHREE HOSPITALS PVT LTD,mca
APOLLO SENSOR PAVER FINISHERS,vahan
APOLLO SUPPLY CHAIN PVT LTD,mca
APOLLO TYRES LTD,mca
APOTEX PHARMACHEM INDIA PVT LTD,mca
APOTEX RESEARCH PVT LTD,mca
APPASAHEB BIRNALE SAHAKARI BANK DUDHGAON,bank
APPDCL,power
APPL INDUSTRIES LTD,mca
APPLAUSE ENTERTAINMENT PVT LTD,mca
APPLICOMP INDIA LTD,mca
APPLIED MATERIALS,internet
APPLIED SOLAR TECHNOLOGIES INDIA PVT LTD,mca
APPOLLO DISTILLERIES AND BREWERIES PVT LTD,mca
APPU HOTELS LTD,mca
APR CONSTRUCTIONS LTD,mca
APRILIA,vahan
APRN ENTERPRISES PVT LTD,mca
APSARA ENTERPRISE,vahan
APSARA PLASTICS PVT LTD,mca
APTECH LTD,mca
APTHA ENGINEERING WORKS,vahan
APTIV COMPONENTS INDIA PVT LTD,mca
APTIVAA CONSULTING SOLUTIONS PVT LTD,mca
APTUS VALUE HOUSING FINANCE INDIA LTD,mca
AQUAGEL CHEMICALS BHAVNAGAR PVT LTD,mca
AQUAGEL CHEMICALS PVT LTD,mca
AQUEST AUTO,vahan
AQUITY SOLUTIONS INDIA PVT LTD,mca
AR AIRWAYS PVT LTD,mca
AR FISHERIES PVT LTD,mca
ARAGEN LIFE SCIENCES PVT LTD,mca
ARAMEX INDIA PVT LTD,mca
ARANI AGRO OIL INDUSTRIES PVT LTD,mca
ARANI POWER SYSTEMS LTD,mca
ARASAN AND CO,vahan
ARATI ENTERPRISES BHPATNA,vahan
ARAVALI INFRAPOWER LTD,mca
ARAVALI POWER CO PVT LTD,mca
ARAVALI POWER COMPANY PRIVATE LIMITED,power
ARAVALI SECURITIES AND FINANCE LTD,mca
ARAVIND CERAMICS PVT LTD,mca
ARAVIND ENGINEERING WORKS NIZAMABAD,vahan
ARBUDA AGRO INDUSTRIES,vahan
ARBUDA ENGINEERING,vahan
ARBUDA TRAILER,vahan
ARCADIA SHARE & STOCK BROKERS,broking
ARCADIA SHIPPING LTD,mca
ARCANE DEVELOPERS PVT LTD,mca
ARCELORMITTAL INDIA PVT LTD,mca
ARCELORMITTAL NEEL TAILORED BLANKS PVT LTD,mca
ARCELORMITTAL NIPPON STEEL INDIA LTD,mca
ARCH FINANCE,broking
ARCH FINANCE LTD,mca
ARCH PHARMALABS LTD,mca
ARCHANA AGRO INDUSTRIES,vahan
ARCHEAN INDUSTRIES PVT LTD,mca
ARCHIT ENTERPRISES,vahan
ARCOTECH LTD,mca
ARCOY BIOREFINERY PVT LTD,mca
ARD EXIM,vahan
ARDENT MASCHINFABRIK PVT LTD,mca
ARDESHIR B CURSETJEE AND SONS LTD,mca
ARDEX ENDURA INDIA PVT LTD,mca
ARDOM TELECOM PVT LTD,mca
ARDOR GLOBAL PVT LTD,mca
ARDOR OVERSEAS PVT LTD,mca
ARDOR STRUCTURES PVT LTD,mca
ARGL LTD,mca
ARGON HOTELS PVT LTD,mca
ARHAM SHARE CONSULTANTS,broking
ARHAM WEALTH MANAGEMENT,broking
ARIA HOTEL MANAGEMENT CO PVT LTD,mca
ARIA HOTELS AND CONSULTANCY SERVICES PVT LTD,mca
ARIEEM WELDING WORKS,vahan
ARIEL MOTOR CO,vahan
ARIES AGRO LTD CN,mca
ARIHANT CAPITAL MARKETS,broking
ARIHANT ENTERPRISE,vahan
ARIHANT ENTERPRISES,vahan
ARIHANT MOTORS,vahan
ARIHANT RETAIL PVT LTD,mca
ARIHANT SPINTEX PVT LTD,mca
ARIHANT SUPERSTRUCTURES LTD,mca
ARIHANT URBAN COOP BANK,bank
ARIN TRACTORS,vahan
ARISE INDUSTRIES AND AGENCY PVT LTD,mca
ARISTO REALTY DEVELOPERS LTD,mca
ARISTON CAPITAL ASSET HOLDINGS PVT LTD,mca
ARJ SECURITIES,broking
ARJAN AGRICULTURE WORKS,vahan
ARJAV DIAMONDS INDIA PVT LTD,mca
ARJUN INDUSTRIES,vahan
ARJUN MOTORS,vahan
ARJUN PULP AND PAPER INDIA PVT LTD,mca
ARKA FINCAP LTD,mca
ARKA LEISURE AND ENTERTAINMENTS PVT LTD,mca
ARKAS ENERGY LLP,power
ARKAY ENERGY RAMESWARM LTD,mca
ARKEMA CHEMICALS INDIA PVT LTD,mca
ARKRAY HEALTHCARE PVT LTD,mca
ARMA INDUSTRIES,vahan
ARMAN GREEN VEHICLES,vahan
ARMES MAINI STORAGE SYSTEMS PVT LTD,mca
ARMIX CONSTRUCTION MACHINERY,vahan
ARMSTRONG INTERNATIONAL PVT LTD,mca
ARNA ELECTRIC AUTO,vahan
ARNEG INDIA PVT LTD,mca
ARO GRANITE INDUSTRIES LTD,mca
AROHAN FINANCIAL SERVICES LIMITED,nbfc
AROMA HIGHTECH LTD,mca
ARORA AROMATICS PVT LTD,mca
ARROW AUTOMOTIVE,vahan
ARROW ELECTRONICS,internet
ARROW TEXTILES LTD,mca
ARS ENGINEERING WORKS,vahan
ARSHIYA INDUSTRIAL AND DISTRIBUTION HUB LTD,mca
ARSS DAMOH HIRAPUR TOLLS PVT LTD,mca
ARSS INFRASTRUCTURE PROJECTS LTD,mca
ARSTEG SOLUTIONS,internet
ART CAPITAL INDIA PVT LTD,mca
ART HOUSING FINANCE INDIA LTD,mca
ART WELDING WORKS,vahan
ARTEE ROADWAYS PVT LTD,mca
ARTEMIS AUTO INDIA,vahan
ARTEMIS HEALTH SCIENCES LTD,mca
ARTH CERAMICS PVT LTD,mca
ARTH ENGINEERING,vahan
ARTHA BROKING SERVICES,broking
ARTHA VRDDHI SECURITIES,broking
ARTHANARI LOOM CENTRE TEXTILE PVT LTD,mca
ARTI ENTERPRISES,vahan
ARTI INDUSTRIES,vahan
ARTISAN SPIRITS PVT LTD,mca
ARTISTIC FINANCE,broking
ARUL MOTORS,vahan
ARUMUGA FABRICS PVT LTD,mca
ARUN AGRI EMP,vahan
ARUN DEV BUILDERS LTD,mca
ARUN INDUSTRIES,vahan
ARUN VIDYUTH PRIVATE LIMITED,power
ARUNA STRUCTURALS,vahan
ARUNACHAL PRADESH RURAL BANK,payments_nach
ARUNACHAL PRADESH STATE CO OP APEX BANK LTD,payments_nach
ARUNASALA ENGINEERING,vahan
ARVIND INTERNATIONAL LTD,mca
ARVIND LIFESTYLE BRANDS LTD,mca
ARVIND LTD,mca
ARVIND MOTORS,vahan
ARVIND REMEDIES LTD,mca
ARVIND SAHAKARI BANK,bank
ARVIND SAHAKARI BANK,bank_test_only
ARVIND SAHAKARI BANK LTD,payments_nach
ARVIVA INDUSTRIES INDIA LTD,mca
